tconst,primaryTitle,Language,Country,plot,genres,lead_actors_ids,startYear,runtimeMinutes,numVotes,averageRating,budget,BoxOffice
tt2293138,Vive la France,French,France,"Taboulistan is a tiny fictional country inCentral Asia, supposedly wedged betweenAfghanistan,KyrgyzstanandTajikistan, virtually unknown to the world. Its only asset is a reputation for inventingtabbouleh. Alas, theLebanesehave stolen the recipe that their country is famous for. Two half-brother shepherds are sent to France by Taboulistan's president to promote the country. Their method: ""terrorist advertising"". They seek to destroy theEiffel Towerusing a plane. Following a strike atParis-Charles de Gaulle airport, they land inCorsica. They meet with Corsican nationalists and board a boat forMarseille. Unfortunately, one of them is the victim of an attack because he was wearing aPSGshirt, followed by a medical error. Unaware of their true motives a journalist helps them to go to Paris in order to correct the error. En route, they meet many hospitable people and overcome obstacles filled with hijinks. Once in Paris, neither of the brothers can go through with the plan while, unbeknownst to them, the Taboulistani government has sent a back-up crew. Luckily the brothers recognize them and foil their plan, becoming international heroes in the process and ironically bringing fame to Taboulistan.",['Comedy'],"['nm0305296', ' nm0949210', ' nm3730462', ' nm2987278', ' nm1569942']",2013,94,4665,5.8,17.5,10.0
tt1049413,Up,English,United States,"Ten-year-oldCarl Fredricksenidolizes famed explorer Charles Muntz, who is discredited when a giant bird skeleton he brought back from Paradise Falls inSouth Americais deemed fake. Muntz travels back to the falls, vowing not to return until he brings back a live specimen.","['Adventure', 'Animation', 'Comedy']","['nm0000799', ' nm2973712', ' nm0001652', ' nm0001626', ' nm0677037']",2009,96,1235134,8.3,0.0,0.001
tt6499752,Upgrade,English,Australia United States,"In 2046, Grey Trace, an auto mechanic, lives with his wife Asha who works for Cobalt, one of the companies contributing to human-computer augmentations. Grey asks Asha to help him return a refurbished car to his client Eron Keen, a renowned tech innovator. While visiting his home, Eron reveals his latest creation, a chip called STEM that can manage a human’s motor functions.","['Action', 'Sci-Fi', 'Thriller']","['nm1334869', ' nm2177933', ' nm2114889', ' nm1980534', ' nm1549295']",2018,100,233587,7.5,3.0,17.0
tt27713536,Van Helsing,English,"United States, Czech Republic","In 1887 Transylvania, Doctor Victor Frankenstein, aided by his assistant Igor and Count Dracula, creates a monster. Dracula kills Frankenstein when he refuses to go along with the vampire's designs for the creature as Igor, revealed to be under Dracula's pay, watches impassively. As a mob storms the castle, the monster flees to a windmill with Frankenstein's body. The mob burns down the windmill, seemingly killing the monster. A year later, Gabriel Van Helsing, a monster hunter who works for the Knights of the Holy Order, an organization that protects mankind, travels to Notre-Dame de Paris and kills Dr. Jekyll after a brawl with Mr. Hyde. Van Helsing remembers nothing before he was found on the steps of a church nearly dead, and hopes to earn pardon for his forgotten sins and regain his memory.",['Horror'],"['nm2474229', ' nm2474229', ' nm14840398', ' nm14840398', ' nm14840398']",2023,81,72,3.5,0.0,0.0
tt1185412,Veer,Hindi,India,"In 1875, Veer Pratap Singh (Salman Khan) is aPindariwarrior and the son of the great Pindari warrior Prithvi Singh (Mithun Chakraborty), who was known for his great battles for his people. The Pindaris have a longstanding feud with Gyanendra Singh (Jackie Shroff), the king of theRajasthaniKingdom of Madhavgarh. The king had allied with the British and massacred several thousand Pindaris, leading to years of war and unrest. Along the way, Veer encounters Princess Yashodhara (Zareen Khan), the daughter of Gyanendra Singh, and is mesmerised by her beauty.","['Action', 'Adventure', 'Drama']","['nm0006795', ' nm0006795', ' nm0149822', ' nm0006763', ' nm0348481']",2010,169,10169,4.6,5.4,8.173
tt9670894,Veergati,Hindi,India,"Hawaldar finds an abandoned newborn baby boy in the gutter of Kamathipura, a red light area of Mumbai. A prostitute, meanwhile gave birth to another baby boy. She decides to educate him and requests Hawaldar to give him a father's name. Hawaldar's wife does not accept the child and leaves for her parents home. Hawaldar adopts the child and names him Ajay while the prostitute's son is named Shlok. Both are admitted to School and become friends. Shlok does well in studies whereas Ajay takes up gambling. Shlok falls in love with Pooja, daughter of J.K - a millionaire. Ajay does not believe in love and is a cynic. Havaldar tries his best to get Ajay a job, but Ajay finds it difficult to work in a corrupt society. Ekka Seth is a terror in the prostitutes' basti, he exploits the innocent girls and forces them into prostitution. Shlok graduates and completes his M.B.A. Ajay wins a crore rupees in gambling and encourages Shlok to pursue his project.  Ekka and his men abduct and kill Hawaldar's daughter, Sandhya. Ajay decides to avenge this and proceeds to kill Ekka's men and frees the sex workers from his clutches. He then takes on Ekka and manages to kill him, but is grievously injured in the fight. The final scene shows Ajay dying in front of Shlok after burning Ekka alive and attaining martyrdom.",['Action'],"['nm10433512', ' nm9736918', ' nm11477898', ' nm3027288', ' nm3496069']",2019,61,30,6.6,0.45,1.032
tt0120402,Ulee's Gold,English,United States,"Ulee Jackson is a widowed beekeeper inWewahitchka, Florida. His son Jimmy is in prison following a botched bank robbery and Jimmy's wife, Helen, has abandoned their two daughters and is living inOrlando. Ulee's stubborn independence prevents him from asking for help, and he has his hands full running his business and acting as surrogate parent to Casey and Penny. Casey is a rebellious teenager and Penny is a timid 10-year-old who seems confused by her parents' absence and the tension at home.",['Drama'],"['nm0001228', ' nm0005359', ' nm0242226', ' nm0940052', ' nm0004754']",1997,113,7987,7.0,2.7,9.055
tt0086541,Videodrome,English,Canada,"Max Renn is the president of CIVIC-TV, aTorontoUHFtelevision station specializing in sensationalist programming. Harlan, the operator of CIVIC-TV's unauthorizedsatellite dish, shows MaxVideodrome, a plotless show purportedly broadcast fromMalaysiadepicting victims being violently tortured and eventually murdered. Believing this to be the future of television, Max orders Harlan to begin recording theVideodromebroadcasts.","['Drama', 'Horror', 'Sci-Fi']","['nm0000249', ' nm0001323', ' nm0810500', ' nm0245356', ' nm0137967']",1983,87,112914,7.2,5.9,2.1
tt0083284,Victory,English,United States United Kingdom Italy,"A team ofAlliedprisoners of war (POWs), coached and led by English Captain John Colby, a professional footballer forWest Ham Unitedbefore the war, agree to play anexhibition matchagainst a German team, only to find themselves involved in a Germanpropagandastunt.","['Drama', 'Sport', 'War']","['nm0000323', ' nm0000230', ' nm0671446', ' nm0600961', ' nm0034055']",1981,116,35728,6.7,12.0,27.5
tt0114852,Village of the Damned,English,United States,"The people and animals of the sleepy coastal town of Midwich inMarin County, Californiafall asleep at a 10 AM ""blackout"" and regain consciousness at 4 PM. Following the blackout, ten women of child-bearing age mysteriously fall pregnant, including Melanie Roberts, avirgin girland Callie Blum, a married woman who has not been sexually active for a year due to her husband Ben being away for work inTokyo. None of them seek abortions after having dreams, and all the babies are born the same night in a barn – five boys and five girls, though Melanie's daughter isstillborndue toumbilical cordasphyxia. The surviving children are healthy but have pale skin, white-blonde hair, cobalt eyes, and fierce intellect.","['Horror', 'Sci-Fi', 'Thriller']","['nm0001659', ' nm0000263', ' nm0468957', ' nm0001595', ' nm0001694']",1995,98,36886,5.7,22.0,9.4
tt0255671,Vasanthiyum Lakshmiyum Pinne Njaanum,Malayalam,India,"Ramu is a blind poet and talented singer who supports his family with his songs. He has a drunkard older brother Chandru; an abusive, crippled father Bhargavan; and a younger sister Vasanthi. When the local landlord, Thomas Chacko, returns to the district, he brings along Dinesh, the CM's son, and his wife, Radhika.  Thomas is known as a god in the area for his charitable work. When a specialist eye doctor arrives, he promises to pay the operation fees to restore Ramu's vision. Elated by the news, Ramu learns he must find an eye donor. His lover Lakshmi, who cannot speak, offers one of her eyes. Unfortunately, it turns out that the ""god-like"" Thomas is not what he seems. Blissfully unaware of the sadness of those around him, Ramu looks forward to his surgery. On the day of her wedding, Vasanthi is found dead. It is revealed that she committed suicide because of Thomas. When Thomas comes to attend the funeral, Ramu explains to Thomas what the latter did while he chokes Thomas to death.",['Drama'],"['nm0041919', ' nm0329727', ' nm1428724', ' nm0417314', ' nm0442641']",1999,127,215,6.9,0.054,0.462
tt0086508,Uncommon Valor,English,United States,"In 1972, a group ofAmerican soldiersinSouth Vietnamcarry one of their wounded to a helicopter landing zone for evacuation but are left behind as another helicopter carrying ""Blaster"", ""Sailor"" and Wilkes departs under fire.","['Action', 'Drama', 'Thriller']","['nm0000432', ' nm0000664', ' nm0821041', ' nm0911542', ' nm0114487']",1983,105,13228,6.3,11.0,30.5
tt11135842,Vertigo,English,United States,"After a rooftop chase in which a fellow policeman falls to his death, San Francisco detective John ""Scottie"" Ferguson retires due to acrophobia and accompanying vertigo caused by the incident. Midge, his ex-fiancée, says that another severe emotional shock may be the only cure. Midge retains feelings for Scottie, but he is not receptive to her intimations.","['Drama', 'Romance']","['nm3825915', ' nm1654982', ' nm11695370', ' nm11174365', ' nm12481292']",2019,109,353,6.0,2.5,7.3
tt10820008,Unchained,English,United States,"Orphaned brothersSamandNathan ""Nate"" Drakeare caught trying to steal a map made after theMagellan expeditionfrom aBostonmuseum. Before the orphanage can expel Sam, he sneaks out to be on his own, but promises Nate that he will return, leaving him a ring belonging to their supposed ancestor SirFrancis Drake.","['Action', 'Thriller']","['nm0000616', ' nm2586830', ' nm0819628', ' nm2112123', ' nm7362522']",2021,85,174,2.6,0.0,0.0
tt0260494,Veerana,Hindi,India,"The movie begins with priests, who surround a young boy tied up inside a cage in a cave. He pleads with them to spare him and asks what they want from him. A priest says that his blood and flesh will give life to Nakita. Just then a young woman enters the cage. She removes the bat locket from her neck, transforms into awitchand kills the boy.","['Action', 'Drama', 'Horror']","['nm1400180', ' nm0083534', ' nm1397524', ' nm0451425', ' nm0787474']",1988,135,1258,6.6,0.072,0.3
tt2392447,Ungli,Hindi,India,"4 friends Kalim (Angad Bedi), Gautam (Neil Bhoopalam), Maya (Kangana Ranaut) and Abhay (Randeep Hooda) delve into what seems to be their ""first case"", having started theUngligang, which fights against corruption. Their job is to bug corrupt people and teach them moral lessons quite unconventionally. They target a corrupt minister and become the most wanted people in Mumbai, but also earn respect, affection, and admiration in the media and general public.","['Crime', 'Drama', 'Thriller']","['nm0004569', ' nm1431656', ' nm2144007', ' nm0393535', ' nm1226448']",2014,114,4438,5.8,4.68,6.0
tt0084865,Victor/Victoria,English,United Kingdom United States,"In 1934Paris, Carroll ""Toddy"" Todd, an aging gay performer at Club Chez Lui, sees Labisse, the owner, auditioning frail and impoverished soprano Victoria Grant. After her failed audition, Victoria returns to her hotel room to find herself about to be evicted, as she cannot pay her rent. That night, when hustler Richard, with whom Toddy is romantically involved, comes to Chez Lui as part of a straight foursome, Toddy incites a brawl resulting in damage and the police locking up whomever they can get their hands on. Labisse fires Toddy and bans him from the club. Walking home, Toddy spots Victoria in a restaurant. She invites him to join her. As both of them are poor, she plans to dump a cockroach in her salad to avoid paying, but it escapes and mayhem ensues.","['Comedy', 'Music', 'Romance']","['nm0000267', ' nm0001258', ' nm0696481', ' nm0000690', ' nm0440090']",1982,134,25638,7.6,15.0,28.2
tt0118040,Unforgettable,English,United States,"During an apparent drug store robbery, a woman is murdered. Seattle Medical Examiner Dr. David Krane finds a matchbook there that reminds him of one found at the scene of his wife Mary's murder. Krane is convinced that the same killer was behind the two crimes.","['Drama', 'Mystery', 'Sci-Fi']","['nm0000501', ' nm0000400', ' nm0001075', ' nm0001520', ' nm0001601']",1996,117,6455,6.0,18.0,2.822
tt9633480,Uppena,Telugu,India,"Set in 2002 in the village ofUppadanearKakinada, Raayanam is an influentialzamindarwho goes to any extent to safeguard his family's honour. His daughter Sangeetha, fondly called Bebamma is a college student whom he fiercely protects. Raayanam plans to build a shipping yard in his village by razing fishermen's houses on the coast. Aasi is the son of one such fisherman Jalayya, and is a lower caste Christian. He falls head over heels for Bebamma. Bebamma also begins to like Aasi after watching him fight in thebazaar. Aasi follows Bebamma daily en route to her college on the bus. One day, the bus breaks down and the driver asks Aasi to drop Bebamma, the only passenger of the bus, at college. Later, the couple begins to meet daily at the beach and soon fall in love with each other.","['Drama', 'Romance']","['nm10414309', ' nm9598771', ' nm4043111', ' nm1069416', ' nm0151282']",2021,147,4647,6.5,2.64,12.0
tt0084861,Vice Squad,English,United States,"A down-on-her-luckLos Angelesbusinesswoman-turned-prostitute, known only by her street name Princess, walks theSunset Boulevardto support herself and her young daughter Lisa. As she prepares Lisa for a trip to see her grandmother inSan Diego, Princess receives a distressed telephone call from her friend and coworker, Ginger Grady, who is hiding in a motel from her abusivepimpRamrod, amisogynisticpsychopath. Shortly thereafter, Ramrod tracks Ginger down and coaxes her to open the door under the guise of an apology. As soon as she does, however, he violently ties her to the bed and beats and rapes her with apimp stick.","['Action', 'Crime', 'Drama']","['nm0399530', ' nm0841795', ' nm0369567', ' nm0785277', ' nm0865119']",1982,97,3613,6.4,5.5,13.2
tt4581458,Victoria,German English,Germany,"Victoria is a Spanish woman who moved toBerlinand has been living there for three months. She works in a cafe for a meager wage, and does not know anybody in the city. In addition, she does not speak much German, and her only common language with the people around her is English. Leaving a club at around 4 o’clock in the morning after a night of dancing and drinking, she meets four young men who are denied entry to the club. They are “Sonne” (sun), “Boxer”, “Blinker” (turn signal), and “Fuß” (foot). The men, who are celebrating Fuß' birthday, invite her to take a walk through the city and she agrees. After stealing some alcohol from an all night shop, they all get on the roof of an apartment building where they drink and smoke marijuana together, while Boxer reveals that he spent time in jail for hurting someone.",['Documentary'],"['nm0016722', ' nm7242870', ' nm7242871', ' nm7242872', ' nm7242869']",2015,70,13,6.6,0.488,6.71
tt0084854,Venom,English,United Kingdom,"International criminal Jacques Müller and his girlfriend Louise Andrews plan to kidnap Philip Hopkins, the grandson of Howard Anderson, a retired hunter and the wealthy owner of a hotel chain. Louise goes undercover as a maid working for Philip's mother Ruth and seduces her chauffeur Dave Averconnelly, convincing him to help in the kidnapping. On the day of the kidnapping, Müller tricks Howard and Ruth into leaving home while Louise and Dave kidnap the boy. Philip leaves briefly to retrieve a pet snake, which is accidentally swapped with ablack mambameant for toxicologist Dr. Marion Stowe. Howard returns home early, and the black mamba is released and bites Louise in the face repeatedly before fleeing into the ventilation system.","['Horror', 'Thriller']","['nm0001428', ' nm0001657', ' nm0932116', ' nm0587234', ' nm0001330']",1981,92,3834,5.8,7.5,5.2
tt11023732,Virata Parvam,Telugu,India,"Vennela was born in 1973 inWarangal district, amidst a cross-fire between theNaxalsand the police. She grows up listening to the poetry of her father and is later inspired by the writings of Ravi Shankar (known as Comrade Ravanna), a Naxal leader who uses thepen nameAranya. Vennela becomes obsessed with Ravi's works, therefore admiring and loving him.","['Action', 'Drama', 'Romance']","['nm2281292', ' nm7367695', ' nm1421465', ' nm0201903', ' nm5194813']",2022,151,3366,6.6,1.8,1.56
tt6266538,Vice,English,United States,"Viceis narrated by Kurt, a fictitious veteran of theAfghanandIraqwars.","['Biography', 'Comedy', 'Drama']","['nm0000288', ' nm0010736', ' nm0136797', ' nm0005377', ' nm0683467']",2018,132,175022,7.2,60.0,76.1
tt0259711,Vanilla Sky,English,United States,"David Aames Jr., the owner of a large publishing company he inherited from his father, is in prison. Wearing a prosthetic mask, David tells his life story to court psychologist Dr. Curtis McCabe. In flashbacks, David leaves the duties of the publisher to his father's trusted associates whileliving as a playboyinManhattan. He is introduced to Sofia Serrano by his best friend, Brian Shelby, during a party.","['Fantasy', 'Mystery', 'Romance']","['nm0000129', ' nm0004851', ' nm0000139', ' nm0000621', ' nm0005134']",2001,136,308600,6.9,68.0,0.0
tt0078446,Up in Smoke,English,United States,"Anthony ""Man"" Stoner, an unemployed,marijuana-smokingdrummer, is told to either get a job by sundown or be sent off to military school by his parents. Man leaves the house and later becomes stranded on the highway. Man is picked up while hitchhiking by the equally enthusiastic stoner Pedro de Pacas, and the two share a largejoint, which is revealed to containLabradorfeces after the dog ate Man's supply. When Pedrofreaks outand seems to have trouble breathing, Man accidentally gives him an extremely powerful dose ofLSD. The police find their car parked on a traffic median with them in it, discover that they are high and arrest them. At trial, the pair are released on a technicality after Man discovers that the judge is drinkingvodka.","['Adventure', 'Comedy', 'Music']","['nm0001507', ' nm0001045', ' nm0001510', ' nm0010944', ' nm0284564']",1978,86,43541,6.9,2.0,0.0
tt0084842,Undercovers,English,Australia,"A filthy spy farce that offers super production values and super sexy stars. Mixes laughs with the most graphic sex scenes of the year. Undercovers' uncovers a load of sexuality, with erotic spy capers at their hottest.",['Adult'],"['nm0001237', ' nm0593722', ' nm0762338', ' nm13612515', ' nm0040173']",1982,87,17,6.2,3.5,0.045
tt0021522,Viennese Nights,English,United States,"In 1890 in Vienna, von Renner, Sascher, and Stirner, who are three close friends, are going to join the Austrian army. Eventually, von Renner become a lieutenant and as a superior officer he is forced to distance himself from his two former friends. Stirner and Sascher end up falling in love with a poor girl, Elsa Hofner, who is the daughter of a cobbler. Although Hofner truly loves Stirner, she chooses to marry von Renner because of his wealth and position, believing that money and the social mobility that goes with it will bring her happiness. Stirner is heartbroken and travels to the United States with his friend Sascher. Stirner gets a job playing violin in an orchestra but struggles to support his wife and child. In the course of time, Hofner travels to the United States and meets Stirner and their love is rekindled. Stirner learns of Hefner's unhappy marriage and they plan to make a new life together. Hofner, however, discovers that Stirner is married and has a child. Feeling sorry for Stirner's son, she sacrifices her happiness and returns to von Renner, her husband.","['Musical', 'Romance']","['nm0781876', ' nm0336432', ' nm0380965', ' nm0682074', ' nm0269771']",1930,92,110,6.9,0.604,0.95
tt0130348,Vinashak - Destroyer,Hindi,India,"Police Inspector Arjun Singh is a brave and honest police inspector stationed in Khandala. He is a very strict police officer and uses harsh ways against all the criminals. His colleague and friend is Inspector Khan who always supports him. Arjun is in love with Kaajal who is the daughter of a senior police officer, ACP Amar Agnihotri. Arjun's father does not agree with the harsh ways he uses against the criminals.
Near Mumbai, in the Central Jail, Jailer Lankeshwar uses his jail as a trade center for weapons and narcotics. ACP Amar is suspicious of Lankeshwar's actions. He requests the higher authorities to let Arjun go into the jail and gather evidence about Lankeshwar's evil deeds. The plan is that Arjun will fire a blank bullet on ACP Amar. Arjun pleads guilty in court and is sentenced to jail. In jail Arjun learns that arms, drugs and explosives are smuggled from the jail. He reports it secretly to the Home Minister and the New Police Commissioner through constable Hariram. But the fact is that ACP Amar was really killed inside the ambulance and Arjun is now trapped. Hariram is killed in jail, Arjun's sister is gang-raped and father is also killed by Lankeswar's goon Ajgar.","['Action', 'Crime', 'Drama']","['nm0792911', ' nm0849199', ' nm0219939', ' nm0025627', ' nm0622186']",1998,159,405,5.4,0.72,1.32
tt5940342,Unhinged,English,United States,"In the midst of rain at 4:03am, Tom Cooper is parked outside of his ex-wife's house. He is in pain and consumes one tablet ofhydrocodone. He then removes his wedding ring, tossing it with contempt into the back seat. Tom grabs a hammer, a can ofgasoline, and breaks into the house where he kills his ex-wife and her boyfriend. He then sets the house aflame. It explodes as he drives away.",['Horror'],"['nm4275773', ' nm4904177', ' nm2467058', ' nm8460271', ' nm2828837']",2017,93,1461,3.6,33.0,44.3
tt4317854,Vitti Dandu,Marathi,India,"The story revolves primarily around Daaji (Dilip Prabhavalkar) and his grandson, Govind (Nishant Bhavsar). Daaji narrates the story as a flashback from the present day as a grandfather (Ravindra Mankani) to his grandson (Shubhankar Atre). The story takes place in 1947 inMor-gaon, a laid-back hamlet, just six days before the Indian Independence Day. During that time communication was slow and the news took over a week to reach other villages.","['Drama', 'History']","['nm3815944', ' nm5758216', ' nm5051962', ' nm7021808', ' nm1244971']",2014,117,74,7.4,0.3,1.08
tt11046300,Ujda Chaman,Hindi,India,"A 30 year balding Hindi lecturer, Chaman Kohli searches desperately for a suitable girl to marry after his family astrologer warns him that if he doesn't get married before his 31st birthday, then he'll have to spend his whole life in celibacy. He confides in his friend who also happens to be the clerk of the college. He advises him to go and search for a bridesmaid at a wedding as that’s where many relationships are formed. Chaman tries to woo a girl at his friend’s wedding but later discovers her making out with his brother Goldie. He tries to ask his colleagues out on the clerk’s advice but they also deny saying they’ve got their respective boyfriends.",['Comedy'],"['nm2194798', ' nm3116470', ' nm8249479', ' nm10033173', ' nm1241640']",2019,120,5904,6.9,1.44,1.513
tt0080062,Unidentified Flying Oddball,English,"United Kingdom, United States","After Trimble'sNASAspacecrafttravels faster than thespeed of light, it takes him and his android back toKing Arthur'sCamelotin the year 508 AD. They then use their 20th-century technology to help defeat a plot by the evilSir MordredandMerlinto oust King Arthur from his throne.[4][5]","['Adventure', 'Comedy', 'Family']","['nm0240797', ' nm0197715', ' nm0600531', ' nm0603336', ' nm0494452']",1979,93,1540,5.2,5.25,4.475
tt0131624,UFO: Target Earth,English,United States,"The film opens with ""'eyewitness accounts' recounting incredible UFO sightings and abductions"", according to sci-fi scholar Howard Hughes.[2]The story follows an electronics expert (Alan Grimes) who picks up strange signals: he then finds the signals are coming from a rural section in his area, and tries to find out if this is the start of an invasion from space. He enlists the help of a psychic ""sensitive"" (Vivian), and two fellow university computer electronics experts (Dr. Mansfield and Dan Rivers), and together they trace the source to a location somewhere beneath the surface of a lake. The alien presence discloses itself to Alan as formless energy trapped there 1000 years by the fears of humans, which impose shapes on them. Alan is the source of the energy they need to return. All he has to do is set aside his fears and die. They tell him that in the whole history of the human race only three hadascendedand now he will be the fourth to ascend. Alan rapidly ages, walks into the lake, fights off Dan's attempts to restrain him, and dies. Dan frantically pulls Alan's skeletal remains back onto the shore, the energy pattern departs into space, and the screen displays a quote from Revelations 5.9.",['Sci-Fi'],"['nm0686432', ' nm0166831', ' nm0509939', ' nm0033893', ' nm17984108']",1974,80,499,2.7,0.07,0.35
tt2358925,Unfinished Business,English,United States,"Dan Trunkman decides to leave Dynamic Systems and start his own business in themetal swarf-selling field after a pay dispute with his boss, Charlene ""Chuck"" Portnoy. Tim McWinters, who was fired for being too old, and Mike Pancake, who was only there for an interview, follow Dan and join his new company.","['Comedy', 'Drama']","['nm0000681', ' nm2002649', ' nm0929489', ' nm0005188', ' nm1092227']",2015,91,37686,5.4,35.0,14.4
tt0075406,Voyage of the Damned,English,"United Kingdom, United States","Based on historic events, this dramatic film concerns the 1939 voyage of the German-flaggedMSSt. Louis, which departed fromHamburgcarrying 937Jewsfrom Germany, bound forHavana, Cuba. The passengers, having seen and suffered risinganti-Semitismin Germany, realized this might be their only chance to escape. The film details the emotional journey of the passengers, who gradually become aware that their passage was planned as an exercise inNazipropaganda, and that Germany had never intended that they disembark in Cuba. Rather, they were to be set up aspariahs, to set an example before the world. As aNaziofficial states in the film, when the whole world has refused to accept the Jews asrefugees, no country can blame Germany for their fate.","['Drama', 'War']","['nm0001159', ' nm0921459', ' nm0335519', ' nm0910737', ' nm0292802']",1976,155,3919,6.4,7.3,1.75
tt9564774,Venky Mama,Telugu,India,"The film begins atDraksharama, where a well-known personality, Ramanarayana, an astrologer, lives with his wife Lakshmi and son Venkatarathnam. Ramanarayana opposes his daughter's marriage, as he foresaw the couple's death soon after, a year after their son Karthik's birth. Just like Ramanarayana predicted, Karthik loses his parents in a tragic accident. Here, Ramanarayana warns that the kid also brings a bummer to his family and suggests handing him over to his paternal grandparents. However, Venkatarathnam / Venky Mama denies it and rears his infant nephew with care and affection, even omitting his enrollment goal in the army.",['Drama'],"['nm5637317', ' nm4736209', ' nm0695177', ' nm0893142', ' nm3602118']",2019,149,1713,5.5,4.2,8.64
tt5960374,Vox Lux,English,United States,"In early January 2000, a boy named Cullen Active walks into his school in the Staten Island neighborhood of New Brighton, goes to an 8th grade class and shoots the teacher, Mrs. Dwyer. One student, 13-year-old Celeste Montgomery, calmly and compassionately talks to Cullen and offers to pray with him. However, he shoots all the students and kills himself; Celeste is later seen to be in one of only three ambulances carrying survivors from the scene.","['Drama', 'Music']","['nm0000204', ' nm0000179', ' nm5237479', ' nm0000383', ' nm3864163']",2018,114,21433,5.9,11.0,1.4
tt23638614,Unsung Hero,English,United States,"In 1991, the Smallbone family moved from Sydney, Australia to Nashville, Tennessee, in pursuit of a new beginning. David and his wife, Helen, uproot their lives and six children Rebecca, Daniel, Ben, Joel, Luke, and Joshua seeking refuge in Nashville after the collapse of David's music company in Australia following a $500,000 loss from a concert tour which failed to sell enough tickets in a deteriorated economy.","['Biography', 'Drama', 'Family']","['nm2237408', ' nm3522635', ' nm4291103', ' nm0005044', ' nm0085407']",2024,113,5941,7.0,6.0,21.1
tt0115615,Under the Skin,English,United Kingdom,"Iris and her older sister Rose are left parentless when their mother dies from a brain tumor. Their father lives in Australia, which he left for ten years ago. 24-year-old Rose, who is married and pregnant, manages to cope with the situation, but 19-year-old Iris dumps her boyfriend Gary and spirals out of control, engaging in risky behaviors. Iris quits her job and moves out of the flat she shared with Gary and into a run-down apartment that she decorates with flowers. The tension is compounded by the siblings’ dynamics, as Iris has always thought Rose to be her mother's ""favorite."" Among Iris’ behaviors are picking up anonymous men for a string of sexual encounters.","['Crime', 'Drama', 'Romance']","['nm0749824', ' nm0728484', ' nm0078069', ' nm0107651', ' nm0735670']",1996,112,394,6.9,1.0,0.14
tt4226388,Victoria,German English,Germany,"Victoria is a Spanish woman who moved toBerlinand has been living there for three months. She works in a cafe for a meager wage, and does not know anybody in the city. In addition, she does not speak much German, and her only common language with the people around her is English. Leaving a club at around 4 o’clock in the morning after a night of dancing and drinking, she meets four young men who are denied entry to the club. They are “Sonne” (sun), “Boxer”, “Blinker” (turn signal), and “Fuß” (foot). The men, who are celebrating Fuß' birthday, invite her to take a walk through the city and she agrees. After stealing some alcohol from an all night shop, they all get on the roof of an apartment building where they drink and smoke marijuana together, while Boxer reveals that he spent time in jail for hurting someone.","['Crime', 'Drama', 'Romance']","['nm4663937', ' nm1035643', ' nm4453291', ' nm2916919', ' nm1090576']",2015,138,67140,7.6,0.488,6.71
tt0264150,View from the Top,English,United States,"Donna Jensen, living in aNevadatrailer with her alcoholic mother and abusive stepfather, desperately wants to get away. After graduating high school, Donna struggles to earn a living working as a clerk in aBig Lotsstore with her high school boyfriend.","['Comedy', 'Romance']","['nm0000569', ' nm0000775', ' nm0000593', ' nm0749263', ' nm0000298']",2003,87,30228,5.3,30.0,19.5
tt2266938,Vulgaria,Cantonese,Hong Kong,"Struggling movie producer To Wai-cheung is hardly able to make alimony payments to his ex-wife, and yet his daughter Jacqueline hopes to one day see him being interviewed byTVBso she can show her schoolmates her father is a real movie producer. In order to fulfill his daughter's dream, through his best buddy Lui he meets Tyrannosaurus, aGuangxibased triad head and a movie investor with a peculiar taste. Tyrannosaurus takes the duo out to a dinner full of weird dishes. He wants a remake of his favorite film, the 1976Shaw Brotherssex scorcherConfession of a Concubine, to be renamed asConfessions of Two Concubines, but only ifSiu Yam-yamreprises her original starring role. As Siu Yam-yam is unwilling to act naked at her present age, To has to hire Popping Candy, with whom he has oral sex, as Siu's body double. Worse still, To and Liu, who refuse to eat the dishes before them, are told by Tyrannosaurus that the deal can be sealed only if they have sex with amule.",['Comedy'],"['nm0864779', ' nm1235844', ' nm0155617', ' nm0521808', ' nm4591912']",2012,93,1637,6.3,8.0,30.07
tt0263757,Uptown Girls,English,United States,"Molly Gunn is a young woman living off the ampletrust fundof her laterock starfather, Tommy Gunn, who died in aplane crashalongside Molly's mother when she was a child. Molly falls for singer Neal Fox when he plays at her birthday party, thrown by her best friends Huey and Ingrid. Molly and Neal spend days and nights of passion sequestered in her apartment, until Neal leaves abruptly and says that he cannot be a part of her disordered life. She later discovers that Tommy's accountant has embezzled her money, leaving her penniless and homeless. She moves in with Ingrid, on the condition that Molly finds a job.","['Comedy', 'Drama', 'Romance']","['nm0005261', ' nm0266824', ' nm0000181', ' nm0817980', ' nm0005420']",2003,92,53178,6.3,30.0,44.6
