tconst,primaryTitle,Language,Country,plot,genres,lead_actors_ids,startYear,runtimeMinutes,numVotes,averageRating,budget,BoxOffice
tt11394198,Us Kids,English,United States,"The film follows the March for Our Lives movement over the course of 18 months, in the aftermath of the Marjory Stoneman Douglas High School shooting that killed 17 people and injured 17 more.[1]X González,David Hogg,Cameron Kasky,Jaclyn Corin, Bria Smith, Samantha Fuentes and Alex King appear in the film.[2][3]Us Kidsalso captures how youth got involved with political activism, launching a global youth movement againstgun violence.[1][4][5]",['Documentary'],,2020,98,132,6.4,,
tt1464595,Uma Aventura na Casa Assombrada,Portuguese,Portugal,,"['Adventure', 'Comedy', 'Mystery']","['nm2406704', ' nm2121481', ' nm2386131', ' nm2385428', ' nm2088204']",2009,96,254,3.9,,
tt33826249,Unearth,English,United States,"In rural Pennsylvania, two farming families - the Lomacks (father George, daughters, Heather and Kim and grandson Reese, Kim's infant son), and the Dolans (Kathryn, Tom, Aubrey and daughter Christina) - maintain a long-running feud. Both families have fallen on desperate times financially, exacerbating the situation. George Lomack, a single father operating a failing auto repair business, is approached by representatives of Patriot Exploration, a natural gas fracking company with an interest in acquiring drilling rights on his land. Needing to earn money for his two daughters, George accepts the offer. This is to the horror of Dolan matriarch Kathryn, and the tension between the two families escalates further.",['Documentary'],,2024,93,12,8.7,,
tt0148086,Ultimate Gunfighter,,Spain/ Italy,"Two family clans have always been enemies; they spend their time hating and killing each other. The daughter of the Campos family and the son of the Mounter family fall in love, thus causing further hatred and deaths.","['Drama', 'Romance', 'Western']","['nm0492972', ' nm0301785', ' nm0577203', ' nm0525794', ' nm0551586']",1967,84,284,6.0,,
tt4940558,Unknown Soldier,Finnish,Finland,"On June 30, 1969, Lt. Jack Hulme was killed in Vietnam, having never met his newborn son. Thirty years later, filmmaker John Hulme finally seeks out what happened to his father, and who he really was...","['Documentary', 'War']",,2003,83,,,7.7,14.85
tt8860510,Virgin.. Mira,English,United States,"In a small town, mentally unstable Virginia has a two-decade affair with a local married sheriff, Dick Tipton. Her son Emmett acts as her protector.[1]During Emmett's quest for the truth of his father's identity, he begins a relationship with Tipton's daughter Jessie.[2]",['Drama'],['nm6866744'],2010,90,,,,0.013
tt0103220,Voices from the Front,English,United States,"In New York City, a distraught activist confronts the mayor with a story of a friend who languished on a cot in an emergency room hallway for nine days, only to die 48 hours after leaving the hospital. In 1988, thousands of activists hold the Food and Drug Administration under siege, demanding speedier drug approval. In 1990 AIDS activists converge on the National Institute of Health, calling for a more equitable clinical trial system and expanded research into new drugs and treatment. Voices From the Front, the first feature-length documentary on AIDS activism in America, makes clear the emotional and political effects of community activism using the voices of those directly engaged. It is a powerful distillation of pictures and words from events organized to change public consciousness, expose the failure of the health care systems, and challenge government inaction and neglect concerning AIDS.",['Documentary'],,1991,88,29,7.2,,
tt3136842,Ukraine Is Not a Brothel,Ukrainian,AustraliaUkraine,"Ukraine's topless feminist sensation Femen has stirred up a press frenzy across Europe. Outraged by the world's image of Ukrainian women as either brides for sale or commodities of sex tourism, Femen bare their breasts in protest in order to disrupt this perception and agitate these brutal patriarchal forces. Now, for the first time, 'Ukraine Is Not A Brothel' offers an intimate glimpse inside the world's most provocative feminist organisation. A movement that began in the snow-filled streets of a corrupt, post-Soviet Ukraine, Femen's naked war against patriarchy is gaining momentum across Europe. But before they take the world by storm, these bold and beautiful women must first confront the perverse and contradictory forces that power their own 'titillating' feminist organisation.","['Documentary', 'News']",,2013,78,601,6.1,,
tt0277414,Urbania,,Italy,"Originally known as Castel delle Ripe, it was a freecommuneof theGuelphparty. In 1277 it was destroyed by theGhibellines, then rebuilt by the Provençal Guillaume Durand in 1284 and christenedCastel Durante. Later it was ruled by the Brancaleoni family. When the latter were ousted, the city offered itself to theDukes of Urbino, who used the palace in the city as summer residence and had it restored by architects such asFrancesco di Giorgio Martini. The last della Rovere duke,Francesco Maria II, is buried in the Ducal Palace of Urbania.",['Drama'],"['nm0749949', ' nm0835629']",2001,70,66,7.0,,
tt0156161,Valibamey Vaa Vaa,Tamil,India,"Karthik is a first class graduate but innocent and unsure about the ways of the world. His mum is the principal of the girls' school where Radha studies. A brat, she is often up to pranks and is scolded by the principal. She decides to teach her a lesson by trapping her son Karthik. She runs after him trying to lure him and in this process both really fall in love. She takes him to Kodaikanal for a picnic. Various incidents make Karthik realise that she is a go getter like she bashes up a gang of goons alone. He cannot drive horses but she can etc. He starts getting doubts about his own abilities. Radha keeps on chiding him for not being man enough. Her psychiatrist father keeps warning her not do that but she does not listen to him. Karthik also visits a dancer Jayamalini to assert his manliness but she advises him to become a sage as he is not up to her expectations. He tells his mother that he is renouncing everything and a huge function is arranged to make him attain sage hood. Radha realises her mistake and goes to him as a last resort all dressed up. She entices and instigates him enough to slap her and thrust himself upon her. In the end all becomes well and Radha falls at his feet to show that he is the boss. Karthik is good as an unsure inexperienced lover. Radha shows some acting prowess and emotions in the end.",,"['nm0440231', ' nm0705549']",1982,108,14,5.2,,
tt0171886,Vesna v Moskve,Russian,Soviet Union,,"['Comedy', 'Drama', 'Musical']","['nm0466609', ' nm1230820', ' nm1231738', ' nm0476827', ' nm0850933']",1953,108,31,6.1,,
tt0358236,Ultrachrist!,English,,"Jesus Christreturns to modern-dayNew York Cityto fulfillbiblical propheciesand usher in 2000 years of godly peace.  When he discovers that he is unable to relate to modern youth, he dons asuperherocostume and appears to the world asUltrachrist.",['Comedy'],"['nm1340441', ' nm1340441', ' nm1340797', ' nm1095644', ' nm1340839']",2003,92,335,4.6,,
tt30145767,Vishnu Sena,Kannada,India,"The film is the story of Professor. Jayasimha, who creates awareness among the public about corruption and his operation to curb the people who are responsible for the society.",,"['nm0033243', ' nm0803182', ' nm0889542']",2005,168,39,8.7,,
tt2273669,Unacceptable Levels,English,United States,"Our bodies are changing, as synthetic chemicals are becoming an everyday experience for all of us. Every single human being on this planet is experiencing this, as we are constantly exposed on a daily basis to substances that our bodies have never seen before. At the same time, nearly all of our disease rates are rising, and many in the medical community are only now discovering, how much our lifestyles are affecting our own bodies, and those of the most vulnerable population, our children. Filmed all over the globe, 'Unacceptable Levels' pulls back the curtain on how these chemicals are getting into our bodies, and it also reveals that there is hope inside of all of our challenges.","['Biography', 'Documentary']",,2013,76,57,7.0,,
tt5105628,Upside Down,Korean,South Korea,"304 people drowned as the car ferry sank. Four fathers recall their memories of their children; high school students who were on their field trip. Professors, lawyers, journalists, an activist, a diver, and a politician explain why the system ultimately allowed the tragedy to occur. What is stopping the next tragedy? The world has turned upside down.","['Biography', 'Documentary', 'Family']",,2015,70,14,7.4,,
tt0185740,Une vie de chien,French,France,"Gustave Bourdillon is ateacherin aboarding schoolfor girls. When theheadmasterdies, Gustave courts his much younger widow Émilie Calumet. However she is convinced that her husband has returned to earth as adogand dotes on it. Gustave sets out to win her over, going so far as to disguise himself as a woman in order to take an examination on her behalf.",,"['nm0272794', ' nm0311185', ' nm0870774', ' nm0477742', ' nm0366060']",1943,84,33,5.0,,
tt5016028,Unlocking the Cage,English,United States,"Follows animal rights lawyer Steven Wise in his unprecedented challenge to break down the legal wall that separates animals from humans, by filing the first lawsuits that seek to transform a chimpanzee from a 'thing' with no rights to a 'person' with legal protections.","['Documentary', 'Drama', 'History']",,2016,91,434,7.0,,
tt0041887,Vagabond Blacksmiths,Swedish,Sweden,,['Drama'],"['nm0127106', ' nm0294882', ' nm0803893', ' nm0253345', ' nm0846773']",1949,76,18,4.3,,
tt1803227,Up Country,English,,"One of the last things that Chief Warrant Officer Paul Brenner wanted to do was return to work for the U.S. Army's Criminal Investigation Division, an organization that thanked him for his many years of dedicated service by forcing him into early retirement. But when his former boss calls in a career's worth of favors, Paul finds himself having to do the last thing he ever wanted-return to Vietnam.","['Drama', 'Thriller']","['nm0550316', ' nm4274624', ' nm3849008', ' nm11717628', ' nm2579166']",2023,71,53,4.3,,
tt0276598,Vamsam,Tamil,India,"A woman keeps her son away from the ancestral rivalry of two families in the village. However, after an unforeseen incident, he takes it upon himself to punish his enemies.",,"['nm0611481', ' nm0837792', ' nm0711707', ' nm0756533', ' nm2133977']",1997,129,14,5.7,,
tt0045297,Viva il cinema!,Italian,Italy,,['Comedy'],"['nm0768742', ' nm0278510', ' nm0726295', ' nm0119321', ' nm0179734']",1952,90,16,4.8,,
tt0042016,Vazhkai,Tamil,India,"Murthi (S. V. Sahasranamam) comes to a village, spends time with Meenakshi (M.S. Draupadi), and leaves for his hometown. After returning, he wants to marry Mohana (Vyjayanthimala) while Mohana loves Nathan (T. R, Ramachandran). Meenakshi discovers she is pregnant and goes to Murthi, who ignores her. She jumps into the sea to attempt suicide. A passerby saves her and she has the baby. She leaves the baby with Nathan, in his car. He takes care of the baby and faces many problems. Learning about the baby, Mohana gets suspicious. Finally, the actions of Murthi are exposed and he accepts Meenakshi as his wife while Mohana and Nathan reunite.",,"['nm0754177', ' nm0904537', ' nm0237232', ' nm1193230', ' nm0655803']",1949,170,20,6.9,,
tt0820160,Ulysses,Spanish,,"The movie chronicles the life of Julio (Jorge Román), a Peruvian immigrant in Chile who works as a university history professor. He lives in deep loneliness, without decent housing or relationships with others, but persists with tenacity in his mission to work and send money to his mother inPeru. The film depicts his daily struggle to fit into a foreign country that rejects him, as he longs for home like a modern-day Ulysses condemned to eternal wandering.",['Comedy'],"['nm2366904', ' nm1336348', ' nm2366304', ' nm2367245', ' nm2081710']",2006,96,16,6.2,,
tt0236832,Vampire Night,,,"A struggle between light and dark, from three centuries back, is about to ensue. The parties involved are Michel and Albert, the two vampire hunters representing light, and the vampires representing dark.","['Comedy', 'Horror']","['nm0421972', ' nm0706004', ' nm0752821', ' nm0236033', ' nm0264820']",2000,76,26,5.3,,
tt1466556,Up North,English,Nigeria,"Our environment and culture have been linked to our evolution since the dawn of civilization. In the summer of 2007, three adventurers set out on a journey across the north into the Arctic Circle, in exploration of the impact change has on the landscape and people's lives. Through conversations with First Nations Chiefs, Elders, comedians, artists, dancers and mountaineers, Up North takes you on a journey of discovery and inquiry. Set against the stunning beauty of North America's last wilderness, it accesses an alternate history of Canada's north, told through the wisdom of experience and the reflection of our culture in the landscape.","['Adventure', 'Documentary', 'History']",,2009,114,,,,94.0
tt13479366,Virunthali,Tamil,India,"In a small village inMadurai, Ishvar (Ishvar) is a hard-boiled money lender who hangs up with his sidekick Oli Shankar (Singampuli). Ishvar lives in a luxurious bungalow with his mother. They both eagerly awaiting the release of his Ishvar's father (Nassar), who is in prison for murder. Their family is highly respected by the villagers. One day, the law student Archana (Vidya Pradeep), daughter of the village postman Rangarajan (Bala Singh), comes to the village. Each encounter between Ishvar and Archana ends up in a quarrel but they eventually fall in love with each other. When Rangarajan falls sick, Archana is forced to do her father's job while Ishvar stops lending money and opens apawn shop. In the meantime, Ishvar helps his friend Arun to marry his lover Kanaka. Kanaka was brought up by her aunt and uncle who want to appropriate her inheritance.",['Drama'],"['nm4467941', ' nm4474201', ' nm6762158', ' nm7211200', ' nm8272830']",2010,135,,,,
tt22506546,Untouchable,English,United Kingdom,"The film focuses on interviews with Weinstein’s accusers, includingRosanna Arquette,Paz de la Huerta, and Erika Rosenbaum.[1][2][3]","['Crime', 'Drama']","['nm6021633', ' nm4852825', ' nm4193385', ' nm2635918', ' nm0973913']",2022,119,,,,
tt0135037,Venus Wars,,,"In the year 2003, a comet designated Apollon collides with the planet Venus and disperses much of the planet's atmosphere, adds enough moisture to form acidic seas, and speeds up its rotation to give it a day that matches its year. This unlikely yet scientifically sound accident enables humanity to partially terraform Venus, sending the first crewed ships in 2007 and begin colonizing it in 2012. By the year 2089, Venus has a population in the millions and is divided into two separate nation states, the northern continent of Ishtar and the southern continent of Aphrodia.","['Action', 'Animation', 'Drama']","['nm1239089', ' nm0594730', ' nm0361662', ' nm0765838', ' nm0623214']",1989,103,2279,6.6,,
tt0420289,Unkenrufe,German,,,"['Drama', 'Romance']","['nm0417370', ' nm0352278', ' nm0907025', ' nm0080282', ' nm0759797']",2005,98,181,5.8,,
tt13479412,Vizhiyil Vizhunthaval,Tamil,India,"Vinoth (Ajaz) is a young wealthy businessman and the owner of a company which had launched many innovative inventions. He falls in love at first sight with Mridula (Shilpa), who is from Australia, and appoints her as his new personal secretary. Vinoth tries to impress Mridula in many ways, but she is repulsed by his eccentric behavior and rejects his love proposal. A desperate Vinoth decides to make Mridula jealous, so he tries to seduce his new secretary Anitha (Anaka), who unexpectedly falls in love with him. Thereafter, Mridula is abducted by a psychopath. Vinoth and Anitha try to save her, They face many obstacles but successfully overcome them. They finally find Mridula in a deserted factory. Her abductor was waiting for Vinoth and tried to kill him. In the process, Anitha is shot dead by the psychopath, and Vinoth kills him in return. The psychopath was in fact paid by other company owners to kill Vinoth because they were jealous of his growth and success. Many years later, Vinoth and Mridula are a happily married couple and have two children.",['Drama'],"['nm3799060', ' nm12073048', ' nm12073047']",2010,140,,,,
tt38691916,Unaware,English,United States,"In July 2010, vacationing couple Joe and Lisa are on their way to visit Joe’s grandparents documenting their trip by camcorder only to arrive finding a locked gate. Joe finally gets the property gate open. They arrive at the house to find a note on the door that his grandparents are away for a couple of days. Joe locates the hidden house keys and they enter the house, explore the yard and his grandfather's classic Oldsmobile Cutlass in the garage. Later that evening Joe proposes to Lisa and they get engaged. Joe attempts to explain to Lisa how his grandfather always kept him away from the backyard shed when he was younger.","['Action', 'Drama', 'Horror']","['nm17783547', ' nm17783553', ' nm17783553', ' nm17783546', ' nm17783549']",2023,93,,,,
tt2650506,Varat Aali Gharat,Marathi,India,"Excited about becoming lawyers, two friends, Shama and Sushma take it upon themselves to find husbands for each other. Meanwhile, on his first attempt at robbery, Narayan is caught, charged with murder by Suyash, a police inspector and Shama takes over the case as Narayan's lawyer. While Sushma secretly loves Suyash, she decides to unite her friend Shama and Suyash in matrimony instead. Shama thinks Narayan, a simple and honest man, is the apt choice for Sushma. However, Suyash's widowed elder sister is hell-bent on getting him married as soon as possible. Suyash on the other hand isn't interested in marriage as his ambition is to be like his commissioner, Kadam Saheb, who is still unmarried yet earns fame and good money. Not accepting his refusal, his sister approaches Kadam and requests him to somehow coax Suyash into getting married. Kadam promises to help her, while falling in love with her at first sight. Kadam tries several tricks to make Suyash change his mind and to escape, Suyash lies to him that he is already married. Kadam now wants to meet his wife. Suyash is in a dilemma as he has to soon find somebody who would pose as his wife. Shama agrees to do so and what follows is a series of comic situations ending with Suyash marrying Shama, Narayan gets Sushma and Kadam too gets his sweetheart, Suyash's sister!",['Comedy'],"['nm3873179', ' nm3836224', ' nm1241531', ' nm2453174', ' nm3424534']",2009,103,,,,
tt0274189,Vampire Junction,English,,,"['Drama', 'Horror', 'Western']","['nm0647797', ' nm0739124', ' nm0780812', ' nm0605103', ' nm0487519']",2001,94,314,3.0,,
tt4716444,Visions,English,United States,"David Maddox consoles his wife Eveleigh as she regains consciousness in a hospital. Eveleigh recalls being in a fatal car accident that killed a child in the other vehicle. A year later, Eveleigh – now three months pregnant – and David prepare to reopen avineyardthey purchased in Paso Robles, California. The area's top wine distributor, Helena Knoll, attends a party thrown for the couple. During the party, Eveleigh finds Helena muttering in a strange trance while alone inside their house.",['Biography'],,2015,70,,,,1.0
tt15507482,Unbridled,Spanish,,"Set inAndalusia, the plot concerns about the arrival to regional power of Abel, a fresh face with a modest background, helming the up-and-coming political party Pueblo Unido. Against the backdrop of Abel's imminent investiture, a loan taken out in the past by Abel's wife Nora to help her husband without consulting with him, comes to haunt her whilst a person from their past, Víctor (the privileged son of a corrupt formerJunta de Andalucíahigh-ranking official and former acquaintance of the couple) comes into action.[3][4][5]",,"['nm15160614', ' nm11157993', ' nm11022109', ' nm11022107', ' nm13123385']",2021,81,16,8.3,,
tt0167480,Virginia's Husband,English,United Kingdom,A woman enlists a man to pose as her husband to trick her aunt.,['Comedy'],"['nm0101751', ' nm0306786', ' nm0821895', ' nm0343747', ' nm0260719']",1934,71,,,,
tt0232903,Video Fool for Love,English,Australia,"The film opens with an interview with George Miller about the viability of the film. Gibson's parents are also interviewed about how he dealt with a recent breakup with a woman named Gianna Santone, and he is seen running distraught on a beach in the breakup's aftermath chanting ""Gianna Maria Gabriela Santone, why do you leave me and make me so lonely?""",,,1996,83,38,6.4,,
tt0425583,Uhaw,Filipino,,,"['Drama', 'Romance']","['nm1389317', ' nm1035406', ' nm0499205', ' nm1045203', ' nm0835701']",1970,90,21,6.7,,
tt22457152,VATA,Hindi,India,"Shambhunath ""Shambhu"" Mishra, a retired teacher inGwalior, lives with his wife Manju in poverty. Their only son, Guddu, has settled inAmericaand refuses to support them, despite their mortgaging the family house to fund his education abroad. Shambhu struggles to repay the loan taken from Prajapati Pandey, a gangster and loan shark who enjoys protection from corrupt police officer Shakti Singh. Pandey frequently threatens the couple, and during one such visit he develops sinister intentions toward Naina, Shambhu’s young student. Unable to bear it, Shambhu kills him in a fit of rage.","['Drama', 'Music']","['nm14098655', ' nm14098656', ' nm14098654']",2022,85,,,,
tt3921344,Vondo,,Russia,,"['Action', 'Comedy']","['nm6687585', ' nm6687586', ' nm6784658', ' nm4619085', ' nm4694372']",1998,157,78,7.7,,
tt4777660,Ustica,,Italy,,['Drama'],"['nm0502813', ' nm1166528', ' nm0032962', ' nm1065975', ' nm0044073']",2016,111,265,5.4,,
tt0291540,Unsettled,English Hebrew,,,['Drama'],"['nm1239458', ' nm1203632', ' nm1238443', ' nm0192563', ' nm1237900']",2001,85,14,4.8,,
tt0234960,Uyyale,Kannada,India,,,"['nm0004660', ' nm1154608', ' nm0436200', ' nm3183374', ' nm1008685']",1969,163,24,8.9,,
tt10212042,Velocity Girl,,"College Park, Maryland",,"['Drama', 'Romance']","['nm11594309', ' nm0001729', ' nm7489140', ' nm2092182', ' nm3623138']",2023,102,45,9.2,,
tt0063762,Vengeance Is My Forgiveness,Italian,,,"['Action', 'Drama', 'Western']","['nm0002147', ' nm0086926', ' nm0525794', ' nm0658051', ' nm0889708']",1968,93,94,5.3,,
tt20317100,Unloved,Japanese,Japan,"Mitsuko (Yoko Moriguchi), a young woman, becomes involved with Hiroshi (Shunsuke Matsuoka), a poor young man who lives her downstairs, and Eiji (Tōru Nakamura), a rich entrepreneur.",['Drama'],"['nm2129658', ' nm13198489', ' nm2118672', ' nm13563681', ' nm13676211']",2022,134,,,,
tt13440020,Unakkaga En Kadhal,Tamil,India,"In a village, Seetha (Shraddha) hails from a middle-class Brahmin family. She lives with her parents Seenu (Delhi Ganesh) and Mangalam (Rajyalakshmi), aunt (Anjali Devi), and cousin Ramu (Vishnupriyan). Ramu is a jobless and naive young man who is madly in love with Seetha since childhood. Seenu promised Ramu that he will marry Seetha. Seetha then gets admission in a college inChennai. In the meantime, Seetha's family is in deep debt and is under pressure from the local shark Aadhi (Munnar Ramesh) to clear their debts.",['Drama'],"['nm0304265', ' nm7379019', ' nm4262344']",2010,130,,,,
tt6548522,Veera Thirumagan,Tamil,India,,"['Action', 'History', 'Romance']","['nm4593407', ' nm1125166', ' nm0246996', ' nm2286006']",1962,130,,,0.016,
tt5026610,Veda,Vedic Sanskrit,,,"['Drama', 'Thriller']","['nm6775337', ' nm7598901', ' nm6775343', ' nm7315121', ' nm7598902']",2016,63,14,7.8,,
tt0275287,Virtual Weapon,English,,,"['Comedy', 'Crime', 'Sci-Fi']","['nm0001352', ' nm0353738', ' nm0089063', ' nm2167703', ' nm0249764']",1997,90,587,4.4,,
tt38522007,Veeraana,Dhivehi,Maldives,"Reena (Niuma Mohamed) and Saajila (Amira Ismail) meets Shahin (Yoosuf Shafeeu) at amasquerade balland he falls in love with Reena. Meanwhile, Saajila expresses her admirance towards a person she met at the same party. Reena agreed to be friends with Shahin on a condition; he should never love her in any circumstances. However Shahin expresses his endearment towards Reena. She shared the incidence with Saajila and she talked her out of it. Reena divulged that she has an artificial pacemaker inserted to her body and she wants to spend the rest of her life with no strain. It was revealed that she has a valve leak in her nervous system and she is advice to refrain from being involved in any exhausting work.",['Drama'],"['nm5142398', ' nm4418703', ' nm16726910', ' nm17723477', ' nm17723478']",2010,150,,,,
tt0275755,Ujang,Sundanese,,,"['Action', 'Drama', 'Romance']","['nm0634773', ' nm0416117', ' nm1105327', ' nm1106079', ' nm1106740']",1988,115,12,8.4,,
tt13440002,Vilai,Tamil,India,"The jobless Nandhu and his sister Vandana live in a village inMaduraiwith their parents. Nandhu and Vandana are constantly squabbling. One day, Nandhu gets into a fight to save his friends and Vandana denounces him to the police thus he is arrested. Their father, fed up with their disputes, arranges his daughter's marriage but the topper Vandana wants to continue her studies. Nandhu opposes his decision and he convinces her to pursue higher studies inChennai. Nandhu and Vandana come to Chennai, and a call taxi driver kidnaps Vandana. Meanwhile, aSri Lankan Tamilgirl and the daughter of a prostitute Mani are kidnapped in the same way. The three are abducted by a gang of traffickers along with other girls and plan to sell them.",['Drama'],"['nm3280031', ' nm12055286', ' nm1427771', ' nm4820944', ' nm2537952']",2010,125,,,,
tt10167422,Voices in the Wind,,,"At the age of nine, Haru lost her parents and brother, Hayato, to the 2011 Tōhoku earthquake and tsunami, which struck her family in Ōtsuchi. Since then, Haru has lived with her aunt, Hiroko, in Hiroshima. Eight years later, when Haru is seventeen and due to graduate from high school, Hiroko suggests going back to Ōtsuchi but falls ill and is hospitalized shortly after. Greatly affected by her aunt's ailment, Haru embarks on a journey from Hiroshima to Ōtsuchi all by herself, during which she is assisted and accompanied by several strangers and families along the way.",['Drama'],"['nm1241514', ' nm6864052', ' nm0594257', ' nm8972773', ' nm0632664']",2020,139,596,6.9,,
tt14741478,Vande Matharam,Kannada,India,"Gayathri, a police officer, is entrusted with the responsibility of eliminating terrorists. When her younger brother is lured into terrorism, she has to overcome personal loss and save the country.",['Drama'],"['nm0439784', ' nm0896573', ' nm0897227']",2001,144,,,,
tt22856506,U-Turn,Tamil Telugu,India,"Rachana, an intern withThe Times of India, is working on an article about incidents occurring on a flyover. She has a crush on crime reporter Aditya and seeks his help to gather information on the accidents. Rachana discovers that each day, some motorists move concrete blocks partitioning the road to make a quick U-turn, causing them to be left haphazardly on the road, leading to numerous accidents. A homeless man on the flyover records the vehicle numbers of those violating this rule and gives the list to Rachana. She uses her contacts in the traffic department to obtain the culprits' details, intending to confront them and write an article. However, her attempt to meet the first person on the list fails.",['Drama'],"['nm14154432', ' nm12686673', ' nm9938139', ' nm14007233', ' nm6867328']",2013,85,,,,
tt1452621,Umut,Turkish,,,['Drama'],"['nm0015372', ' nm1698609', ' nm0019338', ' nm2704055', ' nm0128496']",2009,105,783,6.3,,
tt13479148,Unakkaga Oru Kavithai,Tamil,India,"InPollachi, Vinoth is a good-for-nothing youngster who often gets into trouble, and his parents hate him for being irresponsible. For his studies, he joins a college inChennai. He slowly becomes a hard-working student, and he even donates one of his kidneys to an ill girl. His college mate Nandhini falls in love with him but her greedy father Jairam wants her to marry her wicked relative Sunil. In the meantime, the lecherous college student Rocky falls under the spell of Nandhini and wants to marry her.",['Drama'],"['nm12072845', ' nm4262344', ' nm10077007']",2010,125,,,,
tt13364332,Vilayada Vaa,Tamil,India,"Deva is a low class man who enjoys carrom and plays with his friends. He adopts Naveen, who becomes an expert at the game.[2]The story revolves around Naveen's struggles toward success in the world of carrom.[1]",['Drama'],"['nm12021043', ' nm5107267', ' nm5781594', ' nm3826010']",2012,132,,,,
tt10158552,Unakkaga Piranthen,Tamil,India,"Radha is aSri Lankanrefugee, who has taken shelter in arefugee campin India. When a camp guard tries to molest her, a local man called Krishnan comes to her rescue. They start meeting frequently and soon fall in love. When refugees are ordered back to Sri Lanka, Radha goes. Unable to bear the separation, Krishna decides to swim to Sri Lanka, but on reaching shore he is arrested by coastal guards who think he is a terrorist. Krishna manages to escape from captivity and find Radha.",['Romance'],"['nm0417301', ' nm1025703', ' nm0695286', ' nm9772472']",1992,140,,,,
tt0320713,Vatos,,,"The episode opens as sisters Andrea and Amy are fishing for the survivors in a nearby quarry lake, discussing their childhood and hopes that Florida, where their parents live, was not hit as hard by the zombie epidemic.","['Action', 'Crime']","['nm0190318', ' nm1229677', ' nm1453435', ' nm1228527', ' nm1777205']",2002,99,89,4.6,,
tt10223644,Under the Weather,English,Canada,"For Joe, there was no best thing about having a brain tumour. But being welcomed back into the house he was born in, a house full of humour, understanding and unconditional love, seemed to make those final days before he died worth living.",['Drama'],"['nm5101027', ' nm0493007', ' nm3817466', ' nm0909615', ' nm3852694']",2020,118,,,,
tt3969688,Voices from Chernobyl,Russian,,,"['Documentary', 'Drama', 'History']","['nm0238506', ' nm7098109', ' nm0162950', ' nm0683093', ' nm1096968']",2016,82,110,7.3,,
tt22688758,Virulent: The Vaccine War,English,United States,"""Virulent: The Vaccine War"" examines the consequences of vaccine hesitancy and denial. It's a war anti-vax activists have been fighting for a decade. And COVID-19 is what they practiced for: A national conversation about vaccine s...",['Documentary'],"['nm3245530', ' nm11923481', ' nm2452212', ' nm10532063', ' nm11809582']",2022,87,,,,
tt2290803,Veeps,Kannada,India,"The plot revolves aroundcovert operativeVeeralakshmi aka Veera, who is taken care by her step-fatherpolice commissionerGarudachar, when she faced prison term for killing a boy. Veera is assigned to track down a gangster RD. RD is involved in a fake note racket inHong Kong. He has links with KarnatakaHome ministerChunchanagadde, who seeks₹1,000 crore(US$110 million) forelectionexpenses. While RD plans to send the amount, he faces a tough task as he has to confront Veera. She steals diamonds from him and destroys the car, which is used by RD to transport drugs and also kills his aide Alex and brother Joe. Veera seeks vengeance on RD (whose real name is Soma) for killing her brother Manju when they were young. In the process, she also exposes the minister’s links with RD and wins applause from theChief minister. In themid-credits scene, Veera heads to another mission inNew York.",['Comedy'],"['nm5469478', ' nm8354457', ' nm4940496', ' nm3876156', ' nm5478080']",2013,79,,,,
tt0045295,Violetas imperiales,French,,,"['Comedy', 'Drama', 'Musical']","['nm0547132', ' nm0786443', ' nm0885506', ' nm0754878', ' nm0753679']",1952,94,126,5.3,,
tt10157728,Vinmeengal,Tamil,India,Based on a true life incident revolving around the life of a physically challenged protagonist.,['Drama'],"['nm3607224', ' nm9593143', ' nm4591136', ' nm10609003', ' nm9383356']",2012,155,,,,
tt6015338,Voices,Korean,South Korea,"Kim Ga-in is a student in South Korea. She and her family come to her aunt Jee-sun's wedding but before the wedding, Jee-sun is pushed off the balcony and rushed to the hospital. Ga-in waits with her boyfriend, Park Hyun-joong, while her aunt recovers. They then witness Jee-sun's younger sister, Jung-sun, repeatedly stabbing her.",['Documentary'],,2023,80,,,,1.761
tt26744818,Un Amor,Spanish,,,"['Drama', 'Romance']","['nm4663937', ' nm3986032', ' nm1281229', ' nm1084399', ' nm4201461']",2023,129,1702,6.5,,
